code,name,title,filename,fy,q,custom_id,position,link
CAPN.SI,Capitaland Investment Ltd,CapitaLand Investment ,CAPN.SI_FY2022_Global-Sustainability-Report-2022.pdf,2022,Capitaland Investment Ltd CapitaLand Investment 2023  filetype:pdf,966,1.0,https://ir.capitalandinvest.com/misc/CapitaLand-Investment-Limited-Annual-Report-2023.pdf
BDMS.BK,Bangkok Dusit Medical Services PCL,SUSTAINABILITY REPORT 2022 ,BDMS.BK_FY2022_20230308BangkokDusitMedicalServices-CorporateResponsibility2023-3-08WC000000003005227285.pdf,2022,Bangkok Dusit Medical Services PCL SUSTAINABILITY REPORT 2023  filetype:pdf,967,1.0,https://bdms.listedcompany.com/misc/one-report/20240305-bdms-one-report-2023-en.pdf
BNZL.L,Bunzl plc,STRATEGIC REPORT ,BNZL.L_FY2022_Bunzl plc Annual Report 2022.pdf,2022,Bunzl plc STRATEGIC REPORT 2023  filetype:pdf,968,1.0,https://www.bunzl.com/media/0aljxph1/annual-report-2023.pdf
5880.TW,Taiwan Cooperative Financial Holding Co Ltd,Sustainability Report ,5880.TW_FY2022_2O22SUSTAINABILITY REPORT.pdf,2022,Taiwan Cooperative Financial Holding Co Ltd Sustainability Report 2023  filetype:pdf,969,1.0,https://esg.tcfhc.com.tw/uploads/download_item/download_file_en/1/2022_ESG_REPORT_en.pdf
INGL.NS,Interglobe Aviation Ltd,Flying Responsibly ,INGL.NS_FY2022_20221010InterGlobeAviationLtd-CorporateResponsibility2022-10-10SD000000002994553552.pdf,2022,Interglobe Aviation Ltd Flying Responsibly 2023  filetype:pdf,970,1.0,https://nsearchives.nseindia.com/corporate/Indigo1_28082023173816_BRSR_Final_signed_FY2022_23.pdf
2600.HK,Aluminum Corporation of China Ltd,Social Responsibility and Environmental Social and Governance Report ,2600.HK_FY2022_2022 Social Responsibility and EnvironmentalSocial and Governance Report.pdf,2022,Aluminum Corporation of China Ltd Social Responsibility and Environmental Social and Governance Report 2023  filetype:pdf,971,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0321/2023032101099.pdf
FLEX.OQ,Flex Ltd,2023 Sustainability report ,FLEX.OQ_FY2022_2023 Sustainability report.pdf,2022,Flex Ltd Sustainability report 2024  filetype:pdf,972,1.0,https://mb.cision.com/Main/22886/3986473/2816004.pdf
3606.HK,Fuyao Glass Industry Group Co Ltd,"Fuyao Glass Industry Group Co., Ltd. Environmental, Social and Governance Report ",3606.HK_FY2022_20230316FuyaoGlassIndustryGroupCo-CorporateResponsibility2023-3-16SL000000003005990232.pdf,2022,"Fuyao Glass Industry Group Co Ltd Fuyao Glass Industry Group Co., Ltd. Environmental, Social and Governance Report 2023  filetype:pdf",973,1.0,https://www.fuyaogroup.com/upfiles/investor/202403/1711098925518.pdf
DABU.NS,Dabur India Ltd,BUSINESS RESPONSIBILITY AND SUSTAINABILITY REPORT ,DABU.NS_FY2022_20220714DaburIndiaLtd-CorporateResponsibility2022-7-14SD000000002992272967.pdf,2022,Dabur India Ltd BUSINESS RESPONSIBILITY AND SUSTAINABILITY REPORT 2023  filetype:pdf,974,1.0,https://www.dabur.com/sites/default/files/2023-07/Business%20Responsibility%20and%20Sustainability%20Report%202022-23%20%28as%20per%20SEBI%20Listing%20Regulations%29.pdf
DPZ.N,Domino's Pizza Inc,CORPORATE STEWARDSHIP REPORT ANNUAL SUMMARY ,DPZ.N_FY2022_2023 CORPORATE STEWARDSHIP REPORT.pdf,2022,Domino's Pizza Inc CORPORATE STEWARDSHIP REPORT ANNUAL SUMMARY 2023  filetype:pdf,975,1.0,https://biz.dominos.com/assets/files/2023-stewardship-report.pdf
2884.TW,E.SUN Financial Holding Co Ltd,E.SUN FHC SUSTAINABILITY REPORT 2022 ,2884.TW_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,E.SUN Financial Holding Co Ltd E.SUN FHC SUSTAINABILITY REPORT 2023  filetype:pdf,976,1.0,https://www.esunbank.com/zh-tw/-/media/1B000D75B28843508EDA980B825A80FC.pdf
ELS.N,Equity LifeStyle Properties Inc,2022 Sustainability Report ,ELS.N_FY2022_2022 Sustainability Report.pdf,2022,Equity LifeStyle Properties Inc Sustainability Report 2023  filetype:pdf,977,1.0,https://www.sec.gov/Archives/edgar/data/895417/000089541724000056/a2023els_ars.pdf
KIM.N,Kimco Realty Corp,2022 Corporate Responsibility Report ,KIM.N_FY2022_2022 CorporateResponsibility Report.pdf,2022,Kimco Realty Corp Corporate Responsibility Report 2023  filetype:pdf,978,1.0,https://s1.q4cdn.com/944058265/files/2023Q3/Kimco-2023-3Q-ESG-presentation.pdf
RENA.PA,Renault SA,Daring & caring ,RENA.PA_FY2022_2022 - 2023 INTEGRATED REPORT.pdf,2022,Renault SA Daring & caring 2023  filetype:pdf,979,1.0,https://www.renaultgroup.com/wp-content/uploads/2023/05/202303_rg_rapport-integre_36_en.pdf
INWT.MI,Infrastrutture Wireless Italiane SpA,INTEGRATED REPORT 2022 ,INWT.MI_FY2022_INTEGRATED REPORT 2022.pdf,2022,Infrastrutture Wireless Italiane SpA INTEGRATED REPORT 2023  filetype:pdf,980,1.0,https://www.inwit.it/wp-content/uploads/2024/04/Inwit_Integrated-Report_2023_ENG.pdf
WYNN.OQ,Wynn Resorts Ltd,"W Y N N  M A C A U  ,     L  I  M  I  T E D     2 0 2 2     S U S T A  I  N A B  I  L  I  T Y     R E P O R T ",WYNN.OQ_FY2022_20230428WynnResortsLtd-CorporateResponsibility2023-4-28SD000000003022728264.pdf,2022,"Wynn Resorts Ltd W Y N N  M A C A U  ,     L  I  M  I  T E D     2 0 2 2     S U S T A  I  N A B  I  L  I  T Y     R E P O R T 2023  filetype:pdf",981,1.0,http://en.wynnmacaulimited.com/system/files-encrypted/nasdaq_kms/assets/2023/04/28/17-42-22/WML%202022%20Sustainability%20Report%20EN_Final_0428%20updated.pdf
WYNN.OQ,Wynn Resorts Ltd,ESG Report ,"WYNN.OQ_FY2022_ENVIRONMENTAL, SOCIAL, AND GOVERNANCE REPORT 2022.pdf",2022,Wynn Resorts Ltd ESG Report 2023  filetype:pdf,982,1.0,https://www.wynnresponsibility.com/wp-content/uploads/2023/07/2022_GRI_Index_Wynn_Resorts.pdf
VACN.S,VAT Group AG,VAT GROUP AG SUSTAINABILITY REPORT 2022 ,VACN.S_FY2022_Sustainability Report 2022.pdf,2022,VAT Group AG VAT GROUP AG SUSTAINABILITY REPORT 2023  filetype:pdf,983,1.0,https://ir.vatvalve.com/fileadmin/user_upload/sustainability_reports/2024/VAT-Group-Sustainability-Report-2023.pdf
AAL.OQ,American Airlines Group Inc,SUSTAINABILITY REPORT 2022 ,AAL.OQ_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,American Airlines Group Inc SUSTAINABILITY REPORT 2023  filetype:pdf,984,1.0,https://s202.q4cdn.com/986123435/files/images/esg/aa-sustainability-report-2022.pdf
WDC.OQ,Western Digital Corp,Sustainability Report ,WDC.OQ_FY2022_Sustainability Report 2022.pdf,2022,Western Digital Corp Sustainability Report 2023  filetype:pdf,985,1.0,https://documents.westerndigital.com/content/dam/doc-library/en_us/assets/public/western-digital/collateral/cert/western-digital-FY2023-sustainability-report.pdf
MTCH.OQ,Match Group Inc,Match Group Impact Report 2023 ,MTCH.OQ_FY2022_Impact Report 2023.pdf,2022,Match Group Inc Match Group Impact Report 2024  filetype:pdf,986,1.0,https://ir.mtch.com/files/doc_financials/2024/q1/Earnings-Letter-Q1-2024-vF.pdf
MANH.OQ,Manhattan Associates Inc,ESG Metrics & Indicators ,MANH.OQ_FY2022_ESG metrics and indicators .pdf,2022,Manhattan Associates Inc ESG Metrics & Indicators 2023  filetype:pdf,987,1.0,https://annualreport.stocklight.com/nasdaq/manh/23591309.pdf
TOST.N,Toast Inc,"FY 2022 Environmental, Social & Governance (ESG) Report ","TOST.N_FY2022_FY 2022 Environmental,Social & Governance(ESG) Report.pdf",2022,"Toast Inc FY  Environmental, Social & Governance (ESG) Report 2023  filetype:pdf",988,1.0,https://s28.q4cdn.com/141746709/files/doc_downloads/2023/08/TOAST-INC-ESG-Report-FY-2022-051523-v073123.pdf
PAG.N,Penske Automotive Group Inc,Penske Automotive Group | 2023 CORPORATE RESPONSIBILITY REPORT ,PAG.N_FY2022_20231115PenskeAutomotiveGroupInc-CorporateResponsibility2023-11-15WC000000003026644845.pdf,2022,Penske Automotive Group Inc Penske Automotive Group |  CORPORATE RESPONSIBILITY REPORT 2024  filetype:pdf,989,1.0,https://investors.penskeautomotive.com/files/doc_financials/2023/ar/2023-Proxy-Statement_March-2024.pdf
AMUN.PA,Amundi SA,2022 Climate and Sustainability Report ,AMUN.PA_FY2022_2022 Climate andSustainability Report.pdf,2022,Amundi SA Climate and Sustainability Report 2023  filetype:pdf,990,1.0,https://about.amundi.com/files/nuxeo/dl/5994803c-6af1-4d7e-89e0-f1134f6374a7
AMUN.PA,Amundi SA,CORPORATE SOCIAL RESPONSIBILITY REPORT ,AMUN.PA_FY2022_20230522AmundiSA-CorporateResponsibility2023-5-22SD000000003013351662.pdf,2022,Amundi SA CORPORATE SOCIAL RESPONSIBILITY REPORT 2023  filetype:pdf,991,1.0,https://about.amundi.com/files/nuxeo/dl/cb4a1efa-ef3e-4fed-ad4e-2c82de61930c
600089.SS,Tbea Co Ltd,2022年度社会责任报告 ,600089.SS_FY2022_2022 年度社会责任报告.pdf,2022,Tbea Co Ltd 年度社会责任报告 2023  filetype:pdf,992,1.0,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2024-04-09/600089_20240409_FIBC.pdf
SASA.IS,SASA Polyester Sanayi AS,SUSTAINABILITY REPORT 2022 ,SASA.IS_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,SASA Polyester Sanayi AS SUSTAINABILITY REPORT 2023  filetype:pdf,993,1.0,https://www.kap.org.tr/en/BildirimPdf/1255162
8830.T,Sumitomo Realty & Development Co Ltd,Integrated Report 2022 ,8830.T_FY2022_Integrated Report 2022.pdf,2022,Sumitomo Realty & Development Co Ltd Integrated Report 2023  filetype:pdf,994,1.0,https://english.sumitomo-rd.co.jp/sites/default/files/2024-03/SRD-IR2023_en.pdf
LHAG.DE,Deutsche Lufthansa AG,Sustainability 2022 ,LHAG.DE_FY2022_Sustainability Report 2022.pdf,2022,Deutsche Lufthansa AG Sustainability 2023  filetype:pdf,995,1.0,https://www.lufthansagroup.com/media/downloads/en/responsibility/LH-Factsheet-Sustainability-2023.pdf
1326.TW,Formosa Chemicals & Fibre Corp,Formosa Chemicals & Fibre Corporation ,1326.TW_FY2022_20230925FormosaChemicals-FibreCorp-CorporateResponsibility2023-9-25WC000000003023047647.pdf,2022,Formosa Chemicals & Fibre Corp Formosa Chemicals & Fibre Corporation 2023  filetype:pdf,996,1.0,https://en.fcfc.com.tw/download/156327
RHMG.DE,Rheinmetall AG,ESG REPORTING 2023 FACTBOOK ,RHMG.DE_FY2022_ESG Factbook 2023.pdf,2022,Rheinmetall AG ESG REPORTING  FACTBOOK 2024  filetype:pdf,997,1.0,https://www.rheinmetall.com/Rheinmetall%20Group/Verantwortung/24-01-24-Policy-Statement-on-respecting-human-rights-and-protecting-the-Environment.pdf
VTRS.OQ,Viatris Inc,2022 Sustainability Report ,VTRS.OQ_FY2022_2022 Sustainability Report.pdf,2022,Viatris Inc Sustainability Report 2023  filetype:pdf,998,1.0,https://www.viatris.com/-/media/project/common/viatris/csrpromo/pdfs/2023-sustainability-report-fact-sheet_final.pdf
SUZB3.SA,Suzano SA,SUSTAINABILITY report 2022 ,SUZB3.SA_FY2022_SUSTAINABILITY report 2022.pdf,2022,Suzano SA SUSTAINABILITY report 2023  filetype:pdf,999,1.0,https://www.suzanoasia.com.cn/en/wp-content/uploads/2024/03/Suzano_2023SustainabilityReport-Executive-Summary-EN-final.pdf
MOS.N,Mosaic Co,Sustainability Disclosure & GRI Index ,MOS.N_FY2022_2022SustainabilityDisclosure& GRI Index.pdf,2022,Mosaic Co Sustainability Disclosure & GRI Index 2023  filetype:pdf,1000,1.0,https://mosaicco.com/fileLibrary/publicFiles/0-2021-Sustainability-Disclosure-and-GRI.pdf
601360.SS,360 Security Technology Inc,"Environmental, Social and Governance Report 360 Security Technology Inc. ","601360.SS_FY2022_Environmental, Social and Governance Report.pdf",2022,"360 Security Technology Inc Environmental, Social and Governance Report 360 Security Technology Inc. 2023  filetype:pdf",1001,1.0,https://file.finance.qq.com/finance/hs/pdf/2023/04/22/1216527324.PDF
601100.SS,Jiangsu Hengli Hydraulic Co Ltd,江苏恒立液压股份有限公司 2022年度 社会责任报告 ,601100.SS_FY2022_2022年度社会责任报告.pdf,2022,Jiangsu Hengli Hydraulic Co Ltd 江苏恒立液压股份有限公司 年度 社会责任报告 2023  filetype:pdf,1002,1.0,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2024-04-23/601100_20240423_6DH6.pdf
BNRGn.DE,Brenntag SE,Sustainability Insights ,BNRGn.DE_FY2022_20230510BrenntagSE-CorporateResponsibility2023-5-10WC000000003011144327.pdf,2022,Brenntag SE Sustainability Insights 2023  filetype:pdf,1003,1.0,https://brenntagprod-media.e-spirit.cloud/06432017-be1f-41ce-8d1d-564e2a66d213/documents/global/sustainability/reports/sustainability-insights-2023en.pdf
PKG.N,Packaging Corp of America,Responsibility Report 2022 ,PKG.N_FY2022_Responsibility Report 2022.pdf,2022,Packaging Corp of America Responsibility Report 2023  filetype:pdf,1004,1.0,https://ir.packagingcorp.com/static-files/342d7ec2-f80d-44bf-b208-bd5f7a6870cf
002736.SZ,Guosen Securities Co Ltd,国信证券 I 2022 年度环境、社会及管治报告 ,002736.SZ_FY2022_2022年度社会责任报告.pdf,2022,Guosen Securities Co Ltd 国信证券 I  年度环境、社会及管治报告 2023  filetype:pdf,1005,1.0,http://static.cninfo.com.cn/finalpage/2023-04-29/1216688614.PDF
GFIJ.J,Gold Fields Ltd,Gold Fields Limited Integrated Annual Report 2022 ,GFIJ.J_FY2022_Integrated Annual Report 2022.pdf,2022,Gold Fields Ltd Gold Fields Limited Integrated Annual Report 2023  filetype:pdf,1006,1.0,https://www.goldfields.com/pdf/investors/integrated-annual-reports/2023/afs-2023.pdf
GDDY.N,GoDaddy Inc,GoDaddy 2022 Sustainability Report ,GDDY.N_FY2022_2022SustainabilityReport.pdf,2022,GoDaddy Inc GoDaddy  Sustainability Report 2023  filetype:pdf,1007,1.0,https://s23.q4cdn.com/406380394/files/doc_downloads/2024/05/2023_GoDaddy_Sustainability_Report.pdf
FORTUM.HE,Fortum Oyj,SUSTAINABILITY 2022 ,FORTUM.HE_FY2022_Sustainability 2022.pdf,2022,Fortum Oyj SUSTAINABILITY 2023  filetype:pdf,1008,1.0,https://www.fortum.com/files/fortum-response-cdp-climate-change-questionnaire-2023/download?attachment
SOLB.BR,Solvay SA,SOLVAY 2022 ANNUAL INTEGRATED REPORT ,SOLB.BR_FY2022_Annual Integrated Report 2022.pdf,2022,Solvay SA SOLVAY  ANNUAL INTEGRATED REPORT 2023  filetype:pdf,1009,1.0,https://www.solvay.com/sites/g/files/srpend616/files/2024-03/2023Q4_Financialreport_EN.pdf
600015.SS,Hua Xia Bank Co Ltd,"2022 HUA XIA BANK CO., LIMITED Social Responsibility Report ",600015.SS_FY2022_2022 Social Responsibility Report.pdf,2022,"Hua Xia Bank Co Ltd HUA XIA BANK CO., LIMITED Social Responsibility Report 2023  filetype:pdf",1010,1.0,https://www.hxb.com.cn/images/jrhx/tzzgx/xxpl/dqbg/2023/04/28/2397DCAF90FAE2F1E2C5E4907BD723F2.pdf
3996.HK,China Energy Engineering Corp Ltd,"CHINA ENERGY ENGINEERING CORPORATION LIMITED ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT ","3996.HK_FY2022_Environmental, Social &Governance Report 2022.pdf",2022,"China Energy Engineering Corp Ltd CHINA ENERGY ENGINEERING CORPORATION LIMITED ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2023  filetype:pdf",1011,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0330/2023033004476.pdf
096770.KS,SK Innovation Co Ltd,SK Innovation ESG Report 2022 ,096770.KS_FY2022_20230904SKInnovationCoLtd-CorporateResponsibility2023-9-04WC000000003021173898.pdf,2022,SK Innovation Co Ltd SK Innovation ESG Report 2023  filetype:pdf,1012,1.0,https://sk-inc.com/resources/download/esg/sustainability/ENG_SK-Inc_SR_2023_Interactive_Final.pdf
096770.KS,SK Innovation Co Ltd,SK innovation ESG Report 2022 ,096770.KS_FY2022_ESG Report 2022.pdf,2022,SK Innovation Co Ltd SK innovation ESG Report 2023  filetype:pdf,1013,1.0,https://sk-inc.com/resources/download/esg/sustainability/ENG_SK-Inc_SR_2023_Interactive_Final.pdf
DOX.OQ,Amdocs Ltd,CSR & ESG Report ,DOX.OQ_FY2022_20231024AmdocsLtd-CorporateResponsibility2023-10-24SD000000003024457946.pdf,2022,Amdocs Ltd CSR & ESG Report 2023  filetype:pdf,1014,1.0,https://www.amdocs.com/sites/default/files/2023-08/CSR-ESG-Report-FY2022-June2023-final.pdf
DIVI.NS,Divi's Laboratories Ltd,Sustainability Report ,DIVI.NS_FY2022_20220722Divi-sLaboratoriesLtd-CorporateResponsibility2022-7-22SD000000002999522384.pdf,2022,Divi's Laboratories Ltd Sustainability Report 2023  filetype:pdf,1015,1.0,https://www.divislabs.com/wp-content/uploads/2023/08/Submission_BRSR2022_23_Divis.pdf
TWLO.N,Twilio Inc,Twilio 2022 Impact and DEI Report ,TWLO.N_FY2022_2022Impact andDEI report.pdf,2022,Twilio Inc Twilio  Impact and DEI Report 2023  filetype:pdf,1016,1.0,https://s21.q4cdn.com/963721274/files/doc_financials/2022/ar/Twilio-2023-Proxy-Statement-2022-Annual-Report.pdf
1359.HK,China Cinda Asset Management Co Ltd,2022 Corporate Social Responsibility (ESG) Report ,1359.HK_FY2022_20230427ChinaCindaAssetManagementC-CorporateResponsibility2023-4-27SL000000003009740641.pdf,2022,China Cinda Asset Management Co Ltd Corporate Social Responsibility (ESG) Report 2023  filetype:pdf,1017,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0425/2024042501270.pdf
DHER.DE,Delivery Hero SE,GHG Accounting Delivery Hero ,DHER.DE_FY2022_2022 [EXTERNAL] DH GHG Accounting Methodology.pdf,2022,Delivery Hero SE GHG Accounting Delivery Hero 2023  filetype:pdf,1018,1.0,https://www.deliveryhero.com/wp-content/uploads/2024/03/2023-EXTERNAL-DH-GHG-Accounting-Methodology_FINAL_Branded.pdf
BVI.PA,Bureau Veritas SA,2022 UNIVERSAL REGISTRATION DOCUMENT ,BVI.PA_FY2022_2022.pdf,2022,Bureau Veritas SA UNIVERSAL REGISTRATION DOCUMENT 2023  filetype:pdf,1019,1.0,https://ml-eu.globenewswire.com/Resource/Download/5a4c9069-de65-4032-bdc1-997f7aeeef87
OC.N,Owens Corning,2022 Sustainability Report ,OC.N_FY2022_2022 SUSTAINABILITY REPORT.pdf,2022,Owens Corning Sustainability Report 2023  filetype:pdf,1020,1.0,https://www.owenscorning.com/en-us/corporate/sustainability/docs/2024/2023-Owens-Corning-Sustainability-Report.pdf
LUMI.TA,Bank Leumi Le Israel BM,"Environmental, Social and Governance (ESG) Report for 2022 ","LUMI.TA_FY2022_Environmental, Social and Governance (ESG)Report for 2022.pdf",2022,"Bank Leumi Le Israel BM Environmental, Social and Governance (ESG) Report for 2023  filetype:pdf",1021,1.0,https://english.leumi.co.il/static-files/10/LeumiEnglish/Investors_Review/Leumi_ESG_Report_2022_Acc.pdf?WT.mc_id=le03378&reffer=leumi_meizam_biz
FMC.N,FMC Corp,SUSTAINABILITY REPORT ,FMC.N_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,FMC Corp SUSTAINABILITY REPORT 2023  filetype:pdf,1022,1.0,https://www.fmc.com/sites/default/files/2023-07/FMC_CDP_Climate_2023.pdf
600010.SS,Inner Mongolia BaoTou Steel Union Co Ltd,内蒙古包钢钢联股份有限公司 2022 年度社会责任报告 ,600010.SS_FY2022_2022年社会责任报告.pdf,2022,Inner Mongolia BaoTou Steel Union Co Ltd 内蒙古包钢钢联股份有限公司  年度社会责任报告 2023  filetype:pdf,1023,1.0,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-4/2023-04-22/9038632.PDF
CG.OQ,Carlyle Group Inc,2023 ESG Report ,CG.OQ_FY2022_2023 ESG Report.pdf,2022,Carlyle Group Inc ESG Report 2024  filetype:pdf,1024,1.0,https://www.carlyle.com/sites/default/files/2024-03/Carlyle_AnnualReport_2023.pdf
2892.TW,First Financial Holding Co Ltd,"First Financial Holding Co., Ltd. Sustainability Report ",2892.TW_FY2022_2022 Sustainability Report.pdf,2022,"First Financial Holding Co Ltd First Financial Holding Co., Ltd. Sustainability Report 2023  filetype:pdf",1025,1.0,https://csr.firstholding.com.tw/en/doc/reports/20220624110878999912801_en.pdf
RPM.N,RPM International Inc,2022 Sustainability Snapshot ,RPM.N_FY2022_ 2022 SUSTAINABILITY SNAPSHOT.pdf,2022,RPM International Inc Sustainability Snapshot 2023  filetype:pdf,1026,1.0,https://sustainability.rpminc.com/media/1322/2022_sustainability_snapshot_pdf.pdf
INDUa.ST,Industrivarden AB,O P E R AT I O N S – S U S TA I N A B L E VA L U E C R E AT I O N ,INDUa.ST_FY2022_sustainability--report-2022.pdf,2022,Industrivarden AB O P E R AT I O N S – S U S TA I N A B L E VA L U E C R E AT I O N 2023  filetype:pdf,1027,,
BIO.N,Bio Rad Laboratories Inc,Growing with Purpose ,BIO.N_FY2022_2022 Corporate Sustainability Report.pdf,2022,Bio Rad Laboratories Inc Growing with Purpose 2023  filetype:pdf,1028,1.0,https://www.bio-rad.com/sites/default/files/2023-07/2022-Bio-Rad-Sustainability-Report.pdf
AMSJ.J,Anglo American Platinum Ltd,AngloAmerican PLATINUM ,AMSJ.J_FY2022_Sustainability report 2022.pdf,2022,Anglo American Platinum Ltd AngloAmerican PLATINUM 2023  filetype:pdf,1029,1.0,https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Group-v5/Platinum/report-archive/2023/integrated-annual-report-2023.pdf
QISB.QA,Qatar Islamic Bank QPSC,REPORT 2022,QISB.QA_FY2022_Sustainability-Report-2022.pdf,2022,Qatar Islamic Bank QPSC REPORT 2023  filetype:pdf,1030,1.0,https://www.qib.com.qa/wp-content/uploads/2023/07/QIB-Results-Presentation-Q2-2023.pdf
IVN.TO,Ivanhoe Mines Ltd,IVANHOE MINES SUSTAINABILITY REPORT 2022 ,IVN.TO_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,Ivanhoe Mines Ltd IVANHOE MINES SUSTAINABILITY REPORT 2023  filetype:pdf,1031,1.0,https://www.ivanhoemines.com/wp-content/uploads/20240417-2023-Annual-Sustainability-Report-VF.pdf
THYAO.IS,Turk Hava Yollari AO,TURKISH AIRLINES SUSTAINABILITY REPORT 2022 ,THYAO.IS_FY2022_2022 Sustainability Report.pdf,2022,Turk Hava Yollari AO TURKISH AIRLINES SUSTAINABILITY REPORT 2023  filetype:pdf,1032,1.0,https://investor.turkishairlines.com/documents/surdurulebilirlik/cdp-klim-degisikligi-raporu-2023.pdf
CHMF.MM,Severstal' PAO,Сохраняем курс Keep the Course на устойчивую to Sustainable металлургию Metallurgy будущего of the Future ,CHMF.MM_FY2022_2022.pdf,2022,Severstal' PAO Сохраняем курс Keep the Course на устойчивую to Sustainable металлургию Metallurgy будущего of the Future 2023  filetype:pdf,1033,1.0,https://www.ioe-emp.org/fileadmin/ioe_documents/publications/Policy%20Areas/sustainability/FR/_20180320__Les_entreprises_russes_et_les_objectifs_de_developpement_durable__en_anglais_.pdf
LECO.OQ,Lincoln Electric Holdings Inc,OPERATING TO A HIGHER STANDARD TO BUILD A BETTER WORLD ,LECO.OQ_FY2022_2022 Sustainability Report.pdf,2022,Lincoln Electric Holdings Inc OPERATING TO A HIGHER STANDARD TO BUILD A BETTER WORLD 2023  filetype:pdf,1034,1.0,https://ir.lincolnelectric.com/files/doc_presentation/2024/05/Lincoln-Electric-Overview_2024_May-23-2024-Update.pdf
YPFD.BA,YPF SA,SUSTAINABILITY REPORT 2022 ,YPFD.BA_FY2022_20231024YPFSA-CorporateResponsibility2023-10-24SD000000003028057742.pdf,2022,YPF SA SUSTAINABILITY REPORT 2023  filetype:pdf,1035,1.0,https://sustentabilidad.ypf.com/assets/docs/en/YPF-Sustainability-report-2022.pdf
PKO.WA,Powszechna Kasa Oszczednosci Bank Polski SA,PKO Bank Polski S.A. Group Directors’ Report for 2022 ,PKO.WA_FY2022_Directors’ Report for 2022.pdf,2022,Powszechna Kasa Oszczednosci Bank Polski SA PKO Bank Polski S.A. Group Directors’ Report for 2023  filetype:pdf,1036,1.0,https://www.pkobp.pl/media_files/51b99b67-738e-47e2-84d9-0ed046ebc2d0.pdf
ADAN.NS,Adani Power Ltd,Sustainability Report ,ADAN.NS_FY2022_20230203AdaniPowerLtd-CorporateResponsibility2023-2-03SD000000003008351719.pdf,2022,Adani Power Ltd Sustainability Report 2023  filetype:pdf,1037,1.0,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ace98bc5-ac07-463f-bce5-64ec6083900b.pdf
6506.T,Yaskawa Electric Corp,YASKAWA Report 2022 ,6506.T_FY2022_20220907YaskawaElectricCorp-CorporateResponsibility2022-9-07WC000000002991892822.pdf,2022,Yaskawa Electric Corp YASKAWA Report 2023  filetype:pdf,1038,1.0,https://www.yaskawa-global.com/wp-content/uploads/2023/09/2023E.pdf
PEAK.N,Healthpeak Properties Inc,2022 ESG Report ,PEAK.N_FY2022_2022 ESG Report.pdf,2022,Healthpeak Properties Inc ESG Report 2023  filetype:pdf,1039,1.0,https://www.healthpeak.com/app/uploads/2023/06/Healthpeak-2022-ESG-Report.pdf
WPP.L,WPP PLC,WPP SUSTAINABILITY REPORT 2022 ,WPP.L_FY2022_SUSTAINABILITYREPORT 2022.pdf,2022,WPP PLC WPP SUSTAINABILITY REPORT 2023  filetype:pdf,1040,1.0,https://www.wpp.com/-/media/project/wpp/files/investors/2024/annual-report-docs/wpp-annual-report-2023-sustainability.pdf
ALDAR.AD,Aldar Properties Pjsc,Aldar Sustainability Report 2022 ,ALDAR.AD_FY2022_SUSTAINABILITYREPORT 2022.pdf,2022,Aldar Properties Pjsc Aldar Sustainability Report 2023  filetype:pdf,1041,1.0,https://cdn.aldar.com/-/media/project/aldar-tenant/aldar2/images/sustainability/green-finanance-framework.pdf?rev=911fffd3876d4c4d80cecbceb4bf4783
ALDAR.AD,Aldar Properties Pjsc,Aldar Sustainability Report 2022 ,ALDAR.AD_FY2022_20230314AldarPropertiesPJSC-CorporateResponsibility2023-3-14WC000000003005876067.pdf,2022,Aldar Properties Pjsc Aldar Sustainability Report 2023  filetype:pdf,1042,1.0,https://cdn.aldar.com/-/media/project/aldar-tenant/aldar2/aldar-annual-report-2023.pdf?rev=e38b652ff9b04046a9c18c91a7b9f03e
NI.N,NiSource Inc,2022 INTEG R ATED  A N NUA L REPO RT ,NI.N_FY2022_2022 INTEGRATED ANNUAL REPORT.pdf,2022,NiSource Inc INTEG R ATED  A N NUA L REPO RT 2023  filetype:pdf,1043,1.0,https://sfiles.cnyes.cool/funds/files/prod/0P0000XPUZ/annualReport.pdf
CHRW.OQ,CH Robinson Worldwide Inc,C.H. Robinson ESG Report 2022 ,CHRW.OQ_FY2022_2022 ESG report.pdf,2022,CH Robinson Worldwide Inc C.H. Robinson ESG Report 2023  filetype:pdf,1044,1.0,https://www.chrobinson.com.br/newsroom/-/media/chrglobal/documents/esg-report/chr-esg-report-en.pdf
