file_name,download_info,intercept_info
No link,No link,No link
Credit_Saison_Integrated_Report_2023_web_all_E.pdf,Successfully downloaded,success
2023%20Netmarble%20ESG%20Report_EN%20.pdf,Successfully downloaded,success
No link,No link,No link
2023-sustainability-report.pdf,Successfully downloaded,success
sats-sustainability-report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sats-sustainability-report.pdf'.
sectra-ar2223-eng-interaktiv.pdf,Successfully downloaded,success
2DDA0F9A-1B29-4B1F-81AA-27A669924B57.pdf,Successfully downloaded,success
05vgjs9yz6lsmj.pdf,Successfully downloaded,success
23e_all.pdf,Successfully downloaded,success
ALE-Sustainability-Report.pdf,Successfully downloaded,success
Summary-of-the-Results-Briefing-for-the-First-Quarter-of-the-Fiscal-Year-ending-March-31-2023.pdf,Successfully downloaded,success
website_20216_1627541572691.pdf,Successfully downloaded,success
esr2023.pdf,Successfully downloaded,success
2022081251910701GENERAL.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2022081251910701GENERAL.pdf'.
report2023_e_all_1p.pdf,Successfully downloaded,success
cargotec-annual-report-2023-en.pdf,Successfully downloaded,success
nichirei_IntegratedReport2023_all.pdf,Successfully downloaded,success
2023121850482101GENERAL.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2023121850482101GENERAL.pdf'.
annualreport-fy-2021-2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/annualreport-fy-2021-2022.pdf'.
ogl_integrated_report_2023.pdf,"HTTPSConnectionPool(host='group.outsurance.co.za', port=443): Max retries exceeded with url: /globalassets/documents/outsurance-sa/investorrelations/ogl_integrated_report_2023.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a357850>, 'Connection to group.outsurance.co.za timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/ogl_integrated_report_2023.pdf'
FY2023-1Q-Financial-Results.pdf,Successfully downloaded,success
tm2312345d1_ars.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/tm2312345d1_ars.pdf'.
Rocket-Lab-ESG-Report-2021_Digital_High-Res.pdf,Successfully downloaded,success
annualreport2023.pdf,Successfully downloaded,success
annual2023_00_e.pdf,Successfully downloaded,success
2206M_2-2023-9-12.pdf,Successfully downloaded,success
hlb-sustainability-report-2023.pdf,"HTTPSConnectionPool(host='www.hlb.com.my', port=443): Read timed out.",no such file: '../resources/origin_pdf_directory_2023/hlb-sustainability-report-2023.pdf'
sd-report202223-en.pdf,Successfully downloaded,success
ARITZIA-COMMUNITY-ESG-REPORT-FY-2023_FINAL_INTERACTIVE-PDF.pdf,"(""Connection broken: ConnectionResetError(104, 'Connection reset by peer')"", ConnectionResetError(104, 'Connection reset by peer'))",no such file: '../resources/origin_pdf_directory_2023/ARITZIA-COMMUNITY-ESG-REPORT-FY-2023_FINAL_INTERACTIVE-PDF.pdf'
fy2023-4th-quarter-supplemental-data_1.pdf,Successfully downloaded,success
23686217.pdf,Successfully downloaded,success
thor-annual-report-2023_.pdf,Successfully downloaded,success
treehouse-foods-2023-proxy-statement.pdf,Successfully downloaded,success
No link,No link,No link
Allreal-GB-2023-Nachhaltigkeitsbericht-EN.pdf,Successfully downloaded,success
elekta-annual-report-2022-23-links.pdf,Successfully downloaded,success
ar-ishares-jpx-nikkei-400-etf-03-31.pdf?stream=reg&product=IUS-JPXN&shareClass=NA&documentId=1161010%7E1161009%7E926348%7E2151965%7E2047272&iframeUrlOverride=%2Fus%2Findividual%2Fliterature%2Fannual-report%2Far-ishares-jpx-nikkei-400-etf-03-31.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ar-ishares-jpx-nikkei-400-etf-03-31.pdf?stream=reg&product=IUS-JPXN&shareClass=NA&documentId=1161010%7E1161009%7E926348%7E2151965%7E2047272&iframeUrlOverride=%2Fus%2Findividual%2Fliterature%2Fannual-report%2Far-ishares-jpx-nikkei-400-etf-03-31.pdf'.
britvic-sustainability-performance-datasheet-2022.pdf,Successfully downloaded,success
COPT_2023_SustainabilityReport_122223c.pdf,Successfully downloaded,success
No link,No link,No link
No link,No link,No link
oepc_ar23_00.pdf,Successfully downloaded,success
43ki_2q_kessan_en.pdf,Successfully downloaded,success
No link,No link,No link
Devyani-International-Limited-3.pdf,Successfully downloaded,success
QL-2Q23-Improved%20Revenue%20and%20Profit%20in%201QFY24-MIDF-300823.pdf,Successfully downloaded,success
No link,No link,No link
LEM_PR_FY_2022_23_Ad+hoc+announcement+pursuant+to+Art.+53+LR.pdf,Successfully downloaded,success
Werner-2023-CSR-Report.pdf,"(""Connection broken: ConnectionResetError(104, 'Connection reset by peer')"", ConnectionResetError(104, 'Connection reset by peer'))",no such file: '../resources/origin_pdf_directory_2023/Werner-2023-CSR-Report.pdf'
ZF_CVCS_India_19th_Annual_Report_2023.pdf,Successfully downloaded,success
ir56e.pdf,Successfully downloaded,success
nib-annual-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/nib-annual-report-2023.pdf'.
73845512455.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/73845512455.pdf'.
No link,No link,No link
sprout-social-ESG-report_2023.pdf,Successfully downloaded,success
news_release_gf_20230925_eng.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/news_release_gf_20230925_eng.pdf'.
No link,No link,No link
"CREDEM%20Green,%20Social%20and%20Sustainability%20Bond%20Reporting.pdf",Successfully downloaded,success
No link,No link,No link
PEL-Sustainability-Report-FY-2022-23.pdf,Successfully downloaded,success
FLCT-Annual-Report-2023.pdf,Successfully downloaded,success
CSR_Report_2023.pdf,Successfully downloaded,success
2023-Sustainability-Report-Final.pdf,Successfully downloaded,success
2022-dmp-sustainability-report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2022-dmp-sustainability-report.pdf'.
CRS_2023_Sustainabillty_Report.pdf,Successfully downloaded,success
NewHAFC_2023_ESG_Report_%281%29.pdf,Successfully downloaded,success
SUSTAINABILITY_STATEMENT_MNRB_AR_23_42eed8105b.pdf,Successfully downloaded,success
No link,No link,No link
20230808170801300310844403_en.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/20230808170801300310844403_en.pdf'.
2022_sdg_disclosure.pdf,Successfully downloaded,success
ar_22_eng.pdf,Successfully downloaded,success
sust_databook2023en.pdf,Successfully downloaded,success
kamigumi_sus_en_2024_240116.pdf,Successfully downloaded,success
No link,No link,No link
Ramco_Cements_Sustainability_Report_V11_Final_a113d495ed.pdf,Successfully downloaded,success
No link,No link,No link
corporate-governance-report-2022-2023_EN.pdf,Successfully downloaded,success
annual_e_2023.pdf,Successfully downloaded,success
WD-40-Company-Fq4-2023-Transcript.pdf,Successfully downloaded,success
sustainability_rpt2023_e.pdf,Successfully downloaded,success
BOOT-1Q23-Earnings-Release.pdf,Successfully downloaded,success
No link,No link,No link
POTJ200756-Port-IAR-2023-WEB-FA.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/POTJ200756-Port-IAR-2023-WEB-FA.pdf'.
csr_report2023e.pdf,Successfully downloaded,success
20thAR_KPRML.pdf,Successfully downloaded,success
2023062900700.pdf,Successfully downloaded,success
J_FRONT_2023_E.pdf,Successfully downloaded,success
02661192.pdf,Successfully downloaded,success
sustainability_data_book_2023e.pdf,Successfully downloaded,success
Lightspeed-SASB-Index-FY2022.pdf,Successfully downloaded,success
No link,No link,No link
20230201_Vingroup%20Corporate%20Presentation.pdf,Successfully downloaded,success
No link,No link,No link
231110_financial_result_en.pdf,Successfully downloaded,success
fe106a22-0e6f-4963-96ca-98979a0a12d6.pdf,Successfully downloaded,success
2023_1Q_Interim_Report.pdf,Successfully downloaded,success
No link,No link,No link
No link,No link,No link
No link,No link,No link
CalbeeReport2023_en.pdf,Successfully downloaded,success
ar2023.pdf,Successfully downloaded,success
Rapid7-Announces-Second-Quarter-2023-Financial-Results-2023.pdf,Successfully downloaded,success
Bettering-Human-Lives-2024-Web-Liberty-Energy.pdf,Successfully downloaded,success
Integrated%20Annual%20Report%202023.pdf,Successfully downloaded,success
20231030101349.pdf,Successfully downloaded,success
EP-20th-Anniversary-Report_June-2023.pdf,Successfully downloaded,success
ANNUAL_REPORT_2023.pdf,Successfully downloaded,success
BKW_SR2023_72-3.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/BKW_SR2023_72-3.pdf'.
idcc_esg_final.pdf,Successfully downloaded,success
No link,No link,No link
unique_annual_report_2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/unique_annual_report_2022.pdf'.
No link,No link,No link
nominating_governance_sus_committee_charter-amended-march-22-2023.pdf,Successfully downloaded,success
No link,No link,No link
Sustainability_Overview_2023_en.pdf,Successfully downloaded,success
October%2026%202023%20Sustainability%20Progress%20Report_Compressed%2025MB.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/October%2026%202023%20Sustainability%20Progress%20Report_Compressed%2025MB.pdf'.
No link,No link,No link
sustainability_report_2022_e.pdf,Successfully downloaded,success
NetLink-sr2023.pdf,Successfully downloaded,success
report.pdf,Successfully downloaded,success
nyse-vgr-2023-10K-23874561.pdf,Successfully downloaded,success
No link,No link,No link
ssp-group-plc-sustainability-summary-2023.pdf,Successfully downloaded,success
20231222_073531_TQ5_LSP7NU4KB05YH6NG.1.pdf,Successfully downloaded,success
No link,No link,No link
virgin-money-uk-plc-2023-annual-report-and-accounts.pdf,Successfully downloaded,success
en-news-685d8f4b6a625af138a5f1b97ba6ce5e88d2eec3.pdf,Successfully downloaded,success
BRSR_report_for_Fy_2022-23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/BRSR_report_for_Fy_2022-23.pdf'.
ir_integrated_report2023_en.pdf,Successfully downloaded,success
No link,No link,No link
staar-2023-sustainability-report-v1-7.pdf,"(""Connection broken: ConnectionResetError(104, 'Connection reset by peer')"", ConnectionResetError(104, 'Connection reset by peer'))",no such file: '../resources/origin_pdf_directory_2023/staar-2023-sustainability-report-v1-7.pdf'
Northam-AR-2023.pdf,"HTTPSConnectionPool(host='minedocs.com', port=443): Max retries exceeded with url: /25/Northam-AR-2023.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a387430>, 'Connection to minedocs.com timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/Northam-AR-2023.pdf'
Sustainability_Report_2023.pdf,Successfully downloaded,success
No link,No link,No link
202403190527181108898008.pdf,Successfully downloaded,success
b7ac67694876dcf9.pdf,Successfully downloaded,success
23765184.pdf,Successfully downloaded,success
2023-12-19-sustainability-report-6585591ee316d.pdf,"HTTPSConnectionPool(host='www.enec.gov.ae', port=443): Read timed out.",no such file: '../resources/origin_pdf_directory_2023/2023-12-19-sustainability-report-6585591ee316d.pdf'
HAR-IR23.pdf,Successfully downloaded,success
No link,No link,No link
ABFRL-SR-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ABFRL-SR-2023.pdf'.
YTLCorporationBerhad_CG_Report_2023.pdf,"HTTPSConnectionPool(host='www.ytl.com', port=443): Read timed out.",no such file: '../resources/origin_pdf_directory_2023/YTLCorporationBerhad_CG_Report_2023.pdf'
bostonpartners_engagementreport-083123.pdf,Successfully downloaded,success
annual_2023_1.pdf,Successfully downloaded,success
en_integratedreport2023_all.pdf,Successfully downloaded,success
CreditAccess-India-Foundation_Annual-Report_FY-2022-2023.pdf,Successfully downloaded,success
purpose-and-impact-report-2023.pdf,Successfully downloaded,success
report2023_en_04.pdf,Successfully downloaded,success
No link,No link,No link
ACI-SustainabilityReport.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ACI-SustainabilityReport.pdf'.
22-23.pdf,Successfully downloaded,success
20230426053908640.pdf,Successfully downloaded,success
Vesta-Bookmarked-Prospectus.pdf,Successfully downloaded,success
20230317IR.pdf,Successfully downloaded,success
20230929_E1_AR.pdf,Successfully downloaded,success
400771.pdf,Successfully downloaded,success
fujitsudatabook2023e.pdf,Successfully downloaded,success
outokumpu-annual-report-2023-A4.pdf,Successfully downloaded,success
sustainability-supplement-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-supplement-2023.pdf'.
No link,No link,No link
Metcash-Sustainability-Report-2022.pdf,"HTTPSConnectionPool(host='mars-metcdn-com.global.ssl.fastly.net', port=443): Max retries exceeded with url: /content/uploads/sites/101/2022/08/05101626/Metcash-Sustainability-Report-2022.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4f8a3272b0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))",no such file: '../resources/origin_pdf_directory_2023/Metcash-Sustainability-Report-2022.pdf'
ICICI_Securities_ESG_Report_2022_23.pdf,Successfully downloaded,success
No link,No link,No link
No link,No link,No link
ar2023.pdf,Successfully downloaded,success
Barco-IR2023-FIN.pdf,Successfully downloaded,success
rep2023_a4.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/rep2023_a4.pdf'.
No link,No link,No link
No link,No link,No link
2023_Hanjin%20KAL%20ESG%20Report_EN.pdf,Successfully downloaded,success
5Star-Annual-Report_2023_Final.pdf,Successfully downloaded,success
Piper_Sandler_ESG_Report_2023_0.pdf,Successfully downloaded,success
AtriCure_ESG_2023_Report.pdf,Successfully downloaded,success
BB9DA6A4-05CB-3A0A-6054-568DB5A3383E16600250995441.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/BB9DA6A4-05CB-3A0A-6054-568DB5A3383E16600250995441.pdf'.
fgl20230817_e.pdf,Successfully downloaded,success
integrated-report2023_all.pdf,Successfully downloaded,success
report_all_e.pdf,Successfully downloaded,success
Zee-Entertainment_AR2023_241123_C2C_High_compressed.pdf,Successfully downloaded,success
2024-2-15-THS-Q4-2023-Q4-Earnings-Release-for-Website.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2024-2-15-THS-Q4-2023-Q4-Earnings-Release-for-Website.pdf'.
CSR-Report-September-2022-FINAL.pdf,"HTTPSConnectionPool(host='images.navient.com', port=443): Max retries exceeded with url: /Navient/docs/CSR-Report-September-2022-FINAL.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a333400>, 'Connection to images.navient.com timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/CSR-Report-September-2022-FINAL.pdf'
No link,No link,No link
annual_report_2022_23.pdf,Successfully downloaded,success
Earth-Day-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Earth-Day-2023.pdf'.
sage-esg-data-book-gri-2023.pdf,Successfully downloaded,success
Sustainability_report_2023_all.pdf,Successfully downloaded,success
Sustainability_Report_all_e_2023_.pdf,Successfully downloaded,success
ar-2023-sustainability-section.pdf,Successfully downloaded,success
annual_financial_report_2023.pdf,Successfully downloaded,success
2021_Corporate_Responsibility_Report.pdf,Successfully downloaded,success
Download.pdf,Successfully downloaded,success
NKreport2023E.pdf,Successfully downloaded,success
IntegratedReport2023_ENG.pdf,Successfully downloaded,success
Beyon-FS-Q1-2023-English.pdf,"HTTPSConnectionPool(host='beyon.com', port=443): Max retries exceeded with url: /wp-content/uploads/2023/05/Beyon-FS-Q1-2023-English.pdf (Caused by ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))",no such file: '../resources/origin_pdf_directory_2023/Beyon-FS-Q1-2023-English.pdf'
No link,No link,No link
No link,No link,No link
2022-2023%20BGF%EB%A6%AC%ED%85%8C%EC%9D%BC%20%EC%A7%80%EC%86%8D%EA%B0%80%EB%8A%A5%EA%B2%BD%EC%98%81%EB%B3%B4%EA%B3%A0%EC%84%9C%28%EA%B5%AD%EB%AC%B8%29.pdf,Successfully downloaded,success
20230331143017787E.pdf,Successfully downloaded,success
Glenmark%20Pharmacuticals%20Ltd%20-%20Sustainability%20Report%20FY%202023.pdf,Successfully downloaded,success
sustainability-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2023.pdf'.
GH_2023_ESG_Report_Final.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/GH_2023_ESG_Report_Final.pdf'.
Annual_Report_20230323.pdf,Successfully downloaded,success
20230801083247small52.pdf,Successfully downloaded,success
05sl6rr63h40h2.pdf,Successfully downloaded,success
No link,No link,No link
IJGlobal%20ESG%20Report%202023.pdf,Successfully downloaded,success
Hanwha-Profile-2023-en.pdf,Successfully downloaded,success
400784.pdf,Successfully downloaded,success
231227.pdf,Successfully downloaded,success
Rapport%20financier%20semestriel%202023.pdf,Successfully downloaded,success
No link,No link,No link
2022.12.31-TAC-Annual-Report-Final.pdf,Successfully downloaded,success
NEC-2023-Annual-Report-web.pdf,Successfully downloaded,success
esg_data_en.pdf,Successfully downloaded,success
JBCHEPHARM_28072023192934_BRSR_2023_NSE.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/JBCHEPHARM_28072023192934_BRSR_2023_NSE.pdf'.
exeo_ir2023_en.pdf,Successfully downloaded,success
Mindspace-REIT-Annual-Report-FY23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Mindspace-REIT-Annual-Report-FY23.pdf'.
No link,No link,No link
YTLGroupSR2023.pdf,"HTTPSConnectionPool(host='www.ytl.com', port=443): Read timed out.",no such file: '../resources/origin_pdf_directory_2023/YTLGroupSR2023.pdf'
AR-23.pdf,Successfully downloaded,success
No link,No link,No link
fy2023-corporate-sustainability-report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/fy2023-corporate-sustainability-report.pdf'.
24.-ESG-Vendor-Business-Partner-Code-of-Conduct-Revised-(July-28-2021-Q1-2023).pdf,Successfully downloaded,success
No link,No link,No link
DFDS_ANNUAL_REPORT_2023.pdf,Successfully downloaded,success
press_release_q4_fy2023.pdf,Successfully downloaded,success
sustainability-report.pdf,Successfully downloaded,success
FY2023-Sustainability-Statement.pdf,Successfully downloaded,success
140120220929537961_13858118.pdf,Successfully downloaded,success
28.%20AUBK%2030June2023%20-%20EN.pdf,Successfully downloaded,success
3036en_20231121.pdf,Successfully downloaded,success
2b4e002b-9697-4918-935d-248a2ebcd4bb.pdf,Successfully downloaded,no such file: '../resources/origin_pdf_directory_2023/2b4e002b-9697-4918-935d-248a2ebcd4bb.pdf'
2023042602697.pdf,Successfully downloaded,success
sustainability-report_en.pdf,Successfully downloaded,success
Accenture-2023-Scaling-ESG-Solutions-In-Fashion-Playbook.pdf,Successfully downloaded,success
OBAM-Sustainability-Report-2023-Q1.pdf,"HTTPSConnectionPool(host='obam.nl', port=443): Read timed out.",no such file: '../resources/origin_pdf_directory_2023/OBAM-Sustainability-Report-2023-Q1.pdf'
IntegratedReport2023_single.pdf,Successfully downloaded,success
CCS-2023-ESG-Report.pdf,Successfully downloaded,success
20230426081352_64486cc0762e4.pdf,Successfully downloaded,success
74th-AGM-AR-FY-2022-23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/74th-AGM-AR-FY-2022-23.pdf'.
No link,No link,No link
No link,No link,No link
AsxDownload.aspx?pdfUrl=Report%2FComNews%2F20231012%2F02724487.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/AsxDownload.aspx?pdfUrl=Report%2FComNews%2F20231012%2F02724487.pdf'.
No link,No link,No link
BPT_Beach_Energy_Ltd_2023_Sustainability_Report-1.pdf,Successfully downloaded,success
2023_ir_En.pdf,Successfully downloaded,success
ESG-Policy.pdf,Successfully downloaded,success
23_02_17_PM_Rev.3.pdf,Successfully downloaded,success
Annual-Report-AUB-Group-Limited-30-June-2023.pdf,Successfully downloaded,success
No link,No link,No link
sustainability-report.pdf,Successfully downloaded,success
No link,No link,No link
360-ONE-AML-Annual-Report-2022-23.pdf,Successfully downloaded,success
231030%20-%20Exhibit%2099.1-3qtr%202023%20-%20vFinal.pdf,Successfully downloaded,success
No link,No link,No link
ELGi-ESG-Report-2022-23.pdf,Successfully downloaded,success
2023042801083.pdf,Successfully downloaded,success
Commitment-to-Sustainable-and-Responsible-Business-Practices-FY23.pdf,"HTTPSConnectionPool(host='www.premierinvestments.com.au', port=443): Max retries exceeded with url: /wp-content/uploads/2023/10/Commitment-to-Sustainable-and-Responsible-Business-Practices-FY23.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a355c70>, 'Connection to www.premierinvestments.com.au timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/Commitment-to-Sustainable-and-Responsible-Business-Practices-FY23.pdf'
lm-responsible-business-2023-250723.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/lm-responsible-business-2023-250723.pdf'.
report_2.pdf,Successfully downloaded,success
gen-2023-annual-report.pdf,"(""Connection broken: ConnectionResetError(104, 'Connection reset by peer')"", ConnectionResetError(104, 'Connection reset by peer'))",no such file: '../resources/origin_pdf_directory_2023/gen-2023-annual-report.pdf'
sustainability_report.pdf,Successfully downloaded,success
No link,No link,No link
Rapport_Semestriel_ROBERTET_2023_EN.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Rapport_Semestriel_ROBERTET_2023_EN.pdf'.
No link,No link,No link
Solaire%20Sustainability%20Report%202022%20--.pdf,Successfully downloaded,success
integrated-2023-en.pdf,Successfully downloaded,success
data_file.php?template=1927&brand=94&data=394819&filename=pdf_file.pdf,Successfully downloaded,success
SIAEC_SR_FY2022-23.pdf,Successfully downloaded,success
press-kit-2023_en_short-version.pdf,Successfully downloaded,success
i-report_2023_en.pdf,Successfully downloaded,success
Results.pdf,Successfully downloaded,success
rwc13045_annual_report_2023_interactive.pdf,Successfully downloaded,success
fy23-annual-financial-statements.pdf,Successfully downloaded,success
2023-ESG-Report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2023-ESG-Report.pdf'.
NSR-Sustainablity-Report-FY23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/NSR-Sustainablity-Report-FY23.pdf'.
No link,No link,No link
2023-esg-summary.pdf,Successfully downloaded,success
env2023_en.pdf,Successfully downloaded,success
ANNUAL_REPORT_2023_GIL.pdf,Successfully downloaded,success
ar2023_02eng.pdf,Successfully downloaded,success
sust_databook2023en.pdf,Successfully downloaded,success
esg-report-fy23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/esg-report-fy23.pdf'.
No link,No link,No link
2023_Winnebago_CRR-Final-New.pdf,Successfully downloaded,success
No link,No link,No link
ESG-Report-2023.pdf,Successfully downloaded,success
No link,No link,No link
all.pdf,Successfully downloaded,success
sustainability-report-2022-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2022-2023.pdf'.
2022%20annual%20report%20EN%20.pdf,Successfully downloaded,success
05vnj2dr35dw2z.pdf,Successfully downloaded,success
GIL-Annual-Report-2023.pdf,Successfully downloaded,success
No link,No link,No link
No link,No link,No link
en-esg_report.pdf,Successfully downloaded,success
en_integratedreport2023_96-130.pdf,Successfully downloaded,success
FY23%20Full%20Year%20Results%20Announcement_FINAL.pdf,Successfully downloaded,success
Central-Puerto-Sustainability-Report-2022-VF.pdf,Successfully downloaded,success
fiscal-2024-q3-earnings-press-release.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/fiscal-2024-q3-earnings-press-release.pdf'.
Mr-Price-Group-AIR23_SETS.pdf,Successfully downloaded,success
2023120402315.pdf,Successfully downloaded,success
integratedreport2023_e.pdf,Successfully downloaded,success
ar-ishares-jpx-nikkei-400-etf-03-31.pdf?stream=reg&product=IUS-JPXN&shareClass=NA&documentId=1161010%7E1161009%7E926348%7E2151965%7E2047272&iframeUrlOverride=%2Fus%2Findividual%2Fliterature%2Fannual-report%2Far-ishares-jpx-nikkei-400-etf-03-31.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ar-ishares-jpx-nikkei-400-etf-03-31.pdf?stream=reg&product=IUS-JPXN&shareClass=NA&documentId=1161010%7E1161009%7E926348%7E2151965%7E2047272&iframeUrlOverride=%2Fus%2Findividual%2Fliterature%2Fannual-report%2Far-ishares-jpx-nikkei-400-etf-03-31.pdf'.
No link,No link,No link
IR2023.pdf,Successfully downloaded,success
3Q23-Deck-Final-v.2.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/3Q23-Deck-Final-v.2.pdf'.
e86l.pdf,Successfully downloaded,success
sustainability-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2023.pdf'.
2022033100197.pdf,Successfully downloaded,success
Annual%20report%202022.pdf,Successfully downloaded,success
Sharjah%20Islamic%20Bank%20PJSC%20Signed%20FS%202023-EN.pdf,"HTTPSConnectionPool(host='candidocs.nasdaqdubai.com', port=443): Max retries exceeded with url: /2024/Jan/25/f99726a2-d511-4a68-852f-5f109156bb7d/Sharjah%20Islamic%20Bank%20PJSC%20Signed%20FS%202023-EN.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a2e2940>, 'Connection to candidocs.nasdaqdubai.com timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/Sharjah%20Islamic%20Bank%20PJSC%20Signed%20FS%202023-EN.pdf'
Oxford%20Instruments%20plc%20AR23.pdf,Successfully downloaded,success
Sustainability_Report_all_e_2023_.pdf,Successfully downloaded,success
Hanwha-Profile-2023-en.pdf,Successfully downloaded,success
230518-goodman-property-trust-and-gmt-bond-issuer-limited-annual-report-2023.pdf,Successfully downloaded,success
76ada8f62d_976f4e8520.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/76ada8f62d_976f4e8520.pdf'.
05vcw99cg69v2q.pdf,Successfully downloaded,success
05vcw99cg69v2q.pdf,Successfully downloaded,success
No link,No link,No link
INE_2022-Sustainability-Report_en.pdf,"HTTPSConnectionPool(host='files.innergex.com', port=443): Max retries exceeded with url: /files/documents/2023/04/INE_2022-Sustainability-Report_en.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a2ec100>, 'Connection to files.innergex.com timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/INE_2022-Sustainability-Report_en.pdf'
original.pdf,Successfully downloaded,success
nasdaq-osis-2023-10K-231220359.pdf,Successfully downloaded,success
SESA_Integrated_Annual_Report_as_of_April_30_2023.pdf,Successfully downloaded,success
05sv5rf3bwpmjj.pdf,Successfully downloaded,success
ns_web_9039001372209.pdf,Successfully downloaded,success
perpetual-group-sustainability-report-fy23-final.pdf,Successfully downloaded,success
ASTERDM_08082023234535_TouploadBRSR.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ASTERDM_08082023234535_TouploadBRSR.pdf'.
Alps_Alpine_Integrated_Report_2023_en_6ca49e79bd.pdf,Successfully downloaded,success
sustainability-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2023.pdf'.
esg-report-2022.pdf,"HTTPSConnectionPool(host='media.sparnord.dk', port=443): Max retries exceeded with url: /com/aboutsparnord/esg/esg-report-2022.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a2f2a30>, 'Connection to media.sparnord.dk timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/esg-report-2022.pdf'
